"","X","gen","class","primary_cat","sub_cat","infr_desc","infr_date","harm","sex","party","dup","year","event_unique_id","subject","notes","X.1","null","deans_date","month","semester","term","month_year"
"776",884,"Male",2011,"Dishonesty/Fraud",NA,"lied to p.safety officer about the incident of nov. 12, 2010 both on the scene and in the follow-up interview.",2010-11-12,"0","0","0",1,"2010","2010-11-12_Dishonesty/Fraud_0_0_0_1",1,"",NA,"1","0","Nov","Fall","Fall 2010","Nov 2010"
"777",792,"Female",2014,"Dishonesty/Fraud",NA,"allowed brother to use id to gain access to dining hall.",2010-11-17,"0","0","0",0,"2010","2010-11-17_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Nov","Fall","Fall 2010","Nov 2010"
"778",807,"Female",2011,"Alcohol",NA,"made alcohol (including hard alcohol) available to minors at the university press club cocktail party on 11/17/210.",2010-11-17,"0","0","1",1,"2010","2010-11-17_Alcohol_0_0_1_1",1,"",NA,"0","0","Nov","Fall","Fall 2010","Nov 2010"
"779",808,"Male",2011,"Alcohol",NA,"made alcohol (including hard alcohol) available to minors at the university press club cocktail party on 11/17/2010.",2010-11-17,"0","0","1",1,"2010","2010-11-17_Alcohol_0_0_1_1",2,"",NA,"0","0","Nov","Fall","Fall 2010","Nov 2010"
"780",809,"Male",2011,"Alcohol",NA,"made alcohol (including hard alcohol) available to minors at the university press club cocktail party on 11/17/2010.",2010-11-17,"0","0","1",1,"2010","2010-11-17_Alcohol_0_0_1_1",3,"",NA,"0","0","Nov","Fall","Fall 2010","Nov 2010"
"781",811,"Male",2015,"Assault",NA,"assaulted another student who was attempting to provide assistance.",2010-11-24,"1","0","0",0,"2010","2010-11-24_Assault_1_0_0_0",1,"",NA,"0","0","Nov","Fall","Fall 2010","Nov 2010"
"782",814,"Male",2014,"Property Damage & Vandalism",NA,"broke window of whitman laundry room while intoxicated.",2010-11-24,"0","0","1",0,"2010","2010-11-24_Property Damage & Vandalism_0_0_1_0",1,"",NA,"0","0","Nov","Fall","Fall 2010","Nov 2010"
"783",805,"Male",2013,"Drugs",NA,"possession of and smoking pot in feinberg.",2010-11-28,"0","0","0",0,"2010","2010-11-28_Drugs_0_0_0_0",1,"",NA,"1","0","Nov","Fall","Fall 2010","Nov 2010"
"784",810,"Male",2013,"Drugs",NA,"found in possession of and smoking marijuana outside his dorm room.",2010-11-28,"0","0","0",0,"2010","2010-11-28_Drugs_0_0_0_0",1,"",NA,"1","0","Nov","Fall","Fall 2010","Nov 2010"
"785",806,"Male",2012,"Disorderly Conduct",NA,"noncooperation with dps and leaving mccosh before being released while intoxicated.",2010-12-02,"0","0","1",0,"2010","2010-12-02_Disorderly Conduct_0_0_1_0",1,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"786",812,"Male",2013,"Disorderly Conduct",NA,"unauthorized entry, in that he remained in firestone library 90 minutes past closing.",2010-12-02,"0","0","0",0,"2010","2010-12-02_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","Dec","Fall","Fall 2010","Dec 2010"
"787",837,"Male",2014,"Disorderly Conduct",NA,"took part in hazing activtity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",1,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"788",838,"Male",2014,"Disorderly Conduct",NA,"took part in hazing activtity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",2,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"789",839,"Male",2013,"Disorderly Conduct",NA,"as sophomore member of fraternity, took part in hazing activity involving threatening pledges with paddling and ingesting undesirable amounts of food or drink. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",3,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"790",840,"Male",2014,"Disorderly Conduct",NA,"took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",4,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"791",841,"Male",2013,"Disorderly Conduct",NA,"as sophomore member of fraternity, took part in hazing activity involving threatening pledges with paddling and ingesting undesirable amounts of food or drink. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",5,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"792",842,"Male",2014,"Disorderly Conduct",NA,"took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation .",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",6,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"793",843,"Male",2013,"Disorderly Conduct",NA,"as sophomore member of fraternity, took part in hazing activity involving threatening pledges with paddling and ingesting undesirable amounts of food or drink. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",7,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"794",844,"Male",2014,"Disorderly Conduct",NA,"took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",8,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"795",845,"Male",2013,"Disorderly Conduct",NA,"as sophomore member of fraternity, took part in hazing activity involving threatening pledges with paddling and ingesting undesirable amounts of food or drink. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",9,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"796",846,"Male",2014,"Disorderly Conduct",NA,"took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",10,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"797",847,"Male",2014,"Disorderly Conduct",NA,"took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",11,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"798",848,"Male",2013,"Disorderly Conduct",NA,"as sophomore member of fraternity, took part in hazing activity involving threatening pledges with paddling and ingesting undesirable amounts of food or drink. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",12,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"799",849,"Male",2014,"Disorderly Conduct",NA,"took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",13,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"800",850,"Male",2014,"Disorderly Conduct",NA,"took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",14,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"801",851,"Male",2013,"Disorderly Conduct",NA,"as sophomore member of fraternity, took part in hazing activity involving threatening pledges with paddling and ingesting undesirable amounts of food or drink. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",15,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"802",852,"Male",2014,"Disorderly Conduct",NA,"took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",16,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"803",853,"Male",2013,"Disorderly Conduct",NA,"as sophomore member of fraternity, took part in hazing activity involving threatening pledges with paddling and ingesting undesirable amounts of food or drink. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",17,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"804",854,"Male",2014,"Disorderly Conduct",NA,"12/6: threatened pledges w/ paddling and force-feeding/drinking, dishonest during investigation. 12/11: resisted treatment efforts by dps, uhs, pfars, umcp, and assaulted 3 individuals during resistance while intoxicated.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",18,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"805",855,"Male",2014,"Disorderly Conduct",NA,"took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",19,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"806",856,"Male",2014,"Disorderly Conduct",NA,"took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",20,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"807",857,"Male",2014,"Disorderly Conduct",NA,"took part in hazing activity that involved threatened paddling and threats to ingest undesirable amounts of food or drink while pledging a fraternity. he was also dishonest about these matters during investigation.",2010-12-06,"1","0","1",1,"2010","2010-12-06_Disorderly Conduct_1_0_1_1",21,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"808",819,"Male",2011,"Property Damage & Vandalism","Damage of University property","damaged university property by throwing knives at suite door; charged $198 for repair.",2010-12-07,"0","0","0",1,"2010","2010-12-07_Property Damage & Vandalism_0_0_0_1",1,"",NA,"1","0","Dec","Fall","Fall 2010","Dec 2010"
"809",820,"Male",2011,"Property Damage & Vandalism","Damage of University property","damaged university property by throwing knives at suite door; charged $198 for repair.",2010-12-07,"0","0","0",1,"2010","2010-12-07_Property Damage & Vandalism_0_0_0_1",2,"",NA,"1","0","Dec","Fall","Fall 2010","Dec 2010"
"810",821,"Male",2011,"Property Damage & Vandalism","Damage of University property","damaged university property by throwing knives at suite door; charged $198 for repair.",2010-12-07,"0","0","0",1,"2010","2010-12-07_Property Damage & Vandalism_0_0_0_1",3,"",NA,"1","0","Dec","Fall","Fall 2010","Dec 2010"
"811",822,"Male",2011,"Property Damage & Vandalism","Damage of University property","damaged university property by throwing knives at suite door; charged $198 for repair.",2010-12-07,"0","0","0",1,"2010","2010-12-07_Property Damage & Vandalism_0_0_0_1",4,"",NA,"1","0","Dec","Fall","Fall 2010","Dec 2010"
"812",815,"Male",2012,"Alcohol",NA,"arrested after being found in possession of alcohol as a minor.",2010-12-08,"0","0","0",0,"2010","2010-12-08_Alcohol_0_0_0_0",1,"",NA,"1","0","Dec","Fall","Fall 2010","Dec 2010"
"813",816,"Male",2013,"Assault",NA,"pushed another student while intoxicated",2010-12-10,"1","0","1",0,"2010","2010-12-10_Assault_1_0_1_0",1,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"814",824,"Male",2011,"Assault",NA,"punched another student while intoxicated in response to being pushed by the student.",2010-12-10,"1","0","1",0,"2010","2010-12-10_Assault_1_0_1_0",1,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"815",826,"Male",2014,"Sexual Misconduct",NA,"student sent multiple unwelcome and sexually suggestive text messages to another student, which unreasonably affected that student's educational expereince and living conditions on campus.",2010-12-11,"1","1","0",0,"2010","2010-12-11_Sexual Misconduct_1_1_0_0",1,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"816",829,"Male",2013,"Dishonesty/Fraud",NA,"dishonesty and non-cooperation in that he lied to public safety and failed to meet with dsl after repeated requests.",2010-12-11,"0","0","0",0,"2010","2010-12-11_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Dec","Fall","Fall 2010","Dec 2010"
"817",605,"Female",2012,"Alcohol",NA,"did not seek immediate medical attention in the presence of a severely intoxicated student",2010-12-12,"0","0","1",0,"2010","2010-12-12_Alcohol_0_0_1_0",1,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"818",836,"Male",2013,"Dishonesty/Fraud",NA,"dishonesty in that he misled and colluded with others to mislead dean jueds during her investigation.",2010-12-14,"0","0","0",0,"2010","2010-12-14_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Dec","Fall","Fall 2010","Dec 2010"
"819",823,"Male",2012,"Dishonesty/Fraud",NA,"gave his license to a recruit for purposes of entering the charter club",2010-12-15,"0","0","0",0,"2010","2010-12-15_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Dec","Fall","Fall 2010","Dec 2010"
"820",833,"Male",2014,"Drugs",NA,"smoking marijuana.",2010-12-15,"0","0","0",0,"2010","2010-12-15_Drugs_0_0_0_0",1,"",NA,"1","0","Dec","Fall","Fall 2010","Dec 2010"
"821",817,"Male",2012,"Drugs",NA,"smoking marijuana and being in possession of drug paraphernalia.",2010-12-17,"0","0","0",1,"2010","2010-12-17_Drugs_0_0_0_1",1,"",NA,"1","0","Dec","Fall","Fall 2010","Dec 2010"
"822",818,"Male",2012,"Drugs",NA,"smoking marijuana and being in possession of drug paraphernalia.",2010-12-17,"0","0","0",1,"2010","2010-12-17_Drugs_0_0_0_1",1,"",NA,"1","0","Dec","Fall","Fall 2010","Dec 2010"
"823",827,"Male",2012,"Assault",NA,"struck another student once with a closed fist while intoxicated.",2010-12-17,"1","0","1",0,"2010","2010-12-17_Assault_1_0_1_0",1,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"824",831,"Male",2014,"Theft",NA,"stole tools from construction site on prospect avenue.",2010-12-17,"0","0","0",0,"2010","2010-12-17_Theft_0_0_0_0",1,"",NA,"1","0","Dec","Fall","Fall 2010","Dec 2010"
"825",594,"Male",2010,"Alcohol",NA,"serving to minors",2010-12-18,"0","0","1",0,"2010","2010-12-18_Alcohol_0_0_1_0",1,"",NA,"0","0","Dec","Fall","Fall 2010","Dec 2010"
"826",865,"Male",2012,"Theft",NA,"removing a non-circulating book from marquand library.",2011-01-03,"0","0","0",0,"2011","2011-01-03_Theft_0_0_0_0",1,"",NA,"1","0","Jan","Spring","Spring 2011","Jan 2011"
"827",825,"Female",2013,"Disorderly Conduct",NA,"failed to leave marquand library after the building closed.",2011-01-04,"0","0","0",0,"2011","2011-01-04_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","Jan","Spring","Spring 2011","Jan 2011"
"828",881,"Male",2014,"Disorderly Conduct",NA,"urinated in hallway and damaged another student's property while intoxicated.",2011-01-09,"1","0","1",0,"2011","2011-01-09_Disorderly Conduct_1_0_1_0",1,"",NA,"0","0","Jan","Spring","Spring 2011","Jan 2011"
"829",864,"Male",2012,"Alcohol",NA,"serving to minors",2011-01-23,"0","0","1",0,"2011","2011-01-23_Alcohol_0_0_1_0",1,"",NA,"0","0","Jan","Spring","Spring 2011","Jan 2011"
"830",885,"Male",2014,"Disorderly Conduct",NA,"hid under a bed when public safety arrived at a party he was attending.",2011-01-23,"0","0","1",0,"2011","2011-01-23_Disorderly Conduct_0_0_1_0",1,"",NA,"0","0","Jan","Spring","Spring 2011","Jan 2011"
"831",830,"Male",2011,"Drugs",NA,"smoked marijuana.",2011-01-25,"0","0","0",0,"2011","2011-01-25_Drugs_0_0_0_0",1,"",NA,"1","0","Jan","Spring","Spring 2011","Jan 2011"
"832",870,"Female",2011,"Dishonesty/Fraud",NA,"while intoxicated, told dps she was a rutgers students and gave them a fake name; attempted to leave scene after having been told by dps to stay.",2011-01-25,"0","0","1",0,"2011","2011-01-25_Dishonesty/Fraud_0_0_1_0",1,"",NA,"0","0","Jan","Spring","Spring 2011","Jan 2011"
"833",834,"Male",2013,"Disorderly Conduct",NA,"drove vechile onto univeristy athletic field.",2011-01-27,"0","0","0",0,"2011","2011-01-27_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","Jan","Spring","Spring 2011","Jan 2011"
"834",828,"Male",2013,"Disorderly Conduct",NA,"uncooperative with public safety and staff at uhs/umcp while intoxicated.",2011-01-31,"0","0","1",0,"2011","2011-01-31_Disorderly Conduct_0_0_1_0",1,"",NA,"0","0","Jan","Spring","Spring 2011","Jan 2011"
"835",876,"Female",2013,"Disorderly Conduct",NA,"unauthorized entry, in that she entered 402 edwards hall, and failed to be honest, straightforward, and cooperative throught the disciplinary process.",2011-01-31,"0","0","0",0,"2011","2011-01-31_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","Jan","Spring","Spring 2011","Jan 2011"
"836",832,"Male",2014,"Disorderly Conduct",NA,"disturbed community by knocking on dorm room door and yelling loudly.",2011-02-01,"0","0","0",0,"2011","2011-02-01_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","Feb","Spring","Spring 2011","Feb 2011"
"837",861,"Male",2013,"Drugs",NA,"smoking marijana and possession of drug paraphernalia in that he also had a marijuana pipe.",2011-02-01,"0","0","1",1,"2011","2011-02-01_Drugs_0_0_1_1",4,"",NA,"0","0","Feb","Spring","Spring 2011","Feb 2011"
"838",862,"Male",2012,"Drugs",NA,"possession of drug paraphernalia.",2011-02-01,"0","0","1",1,"2011","2011-02-01_Drugs_0_0_1_1",5,"",NA,"0","0","Feb","Spring","Spring 2011","Feb 2011"
"839",869,"Female",2012,"Drugs",NA,"smoked marijuana.",2011-02-01,"0","0","0",0,"2011","2011-02-01_Drugs_0_0_0_0",1,"",NA,"1","0","Feb","Spring","Spring 2011","Feb 2011"
"840",872,"Male",2012,"Drugs",NA,"smoked marijuana.",2011-02-01,"0","0","1",1,"2011","2011-02-01_Drugs_0_0_1_1",1,"",NA,"0","0","Feb","Spring","Spring 2011","Feb 2011"
